"id","lectureName","lectureId","department","course","semester","classSize","one","two","three","four","five","six","seven","eight","nine","ten","eleven","twelve","thirteen","fourteen","fifteen","sixteen","seventeen","eighteen","nineteen","content","attendance","session","date_created"
234,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","4","5","5","4","2","4","4","4","4","3","4","3","3","reproduction ","urinary system ","urinary system ","he should take his time when teaching ",,,,,
235,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","None","None","Increase the number of meeting days",,,,,
236,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","4","4","4","5","3","3","2","3","2","3","2","2","2","3","Reproductive system ","Renal system ","Renal system ","Less rushing of lecture ",,,,,
237,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","4","5","5","5","4","4","4","5","5","5","5","The interaction and discussion.","Nothing ","Nothing ","No suggestion ",,,,,
238,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Theory ","None","None","Decrease slides",,,,,
239,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","4","5","5","5","5","Some parts","Memorizing parts of the body ","Anatomy of parts of the body ","Teaching Anatomy should be more practical since that will help us know it more than learning on ourselves ",,,,,
240,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","3","5","5","5","5","5","5","5","5","5","5","Practical","Theory","Theory ","Reduce the number of hours for meeting ",,,,,
241,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Surgical aids","None","Don’t have yet ","She’s doing a good work so far ",,,,,
242,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","4","4","4","4","4","4","5","3","3","4","N/A","N/A","N/A","N/A",,,,,
243,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Female reproductive system ","Unitary system ","Male reproductive system ","More interreactive sections ",,,,,
244,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Reproduction","Urinary System ","Fluid electrolyte","The number of hours should be reduced",,,,,
245,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","3","5","5","5","5","5","5","5","5","5","5","Macromorphology of plant","None","None","The slides should be given to us on time",,,,,
246,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","None","None ","None","None ",,,,,
247,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","None","None ","None","None ",,,,,
248,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","4","5","5","5","5","3","5","5","5","4","5","5","5","Just the theory ","Practical","None actually","Explain the practical aspect better and have video lessons so we can rewatch",,,,,
249,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","4","5","5","5","5","5","5","5","5","5","5","5","5","5","All","The family names","No asept","Hmm",,,,,
250,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","theory ","practical ","none ","nothing really ",,,,,
251,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Theory","Theory","Practicals","Providing enough equipment for practicals",,,,,
252,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Digestion system","Reproduction, Lymphatic","None","I suggest they don't rush with explanation of slides, they are a lot",,,,,
253,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","4","4","5","5","5","4","5","5","5","4","4","5","5","5","Reproduction ","Urinary  System","None","Reduce number of slides to encourage  students to learn more efficiently ",,,,,
254,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","None ","None","None ","None",,,,,
255,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","3","2","5","4","2","2","1","3","3","4","1","3","3","2","the beginning ","ethers","ethers ","he should teach what he’s supposed to teach. He should also learn to teach within the allocated time. Also, he should listen to students and not dictate to us because it’s sometimes disrespectful to the mature students ",,,,,
256,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All aspects ","None","None ","No suggestions ",,,,,
257,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Theory","None","None","More practicals ",,,,,
258,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","N/A","The slides are not the most organized ","the names of certain body parts ","Better slides ",,,,,
259,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","every aspect","none","none ","i love the man",,,,,
260,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Reproductive system ","None","None","None ",,,,,
261,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","None","Early morning lectures ","More room for improvement ",,,,,
262,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","4","5","5","5","5","5","5","5","5","5","5","Lab practicals ","None","None","None",,,,,
263,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Practical","None","None","None",,,,,
264,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All aspects","None","None","No comments",,,,,
265,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","3","3","5","5","4","4","5","3","5","5","5","5","5","5","Morning lessons","Quizzes","Quizzes ","Give topics to learn before quiz and make it less difficult ",,,,,
266,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","4","5","5","All the subjects were helpful ","All","None","More assignments should be given ",,,,,
267,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All aspects ","None","None ","No suggestions ",,,,,
268,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The teaching of the reproductive system","The urinary system","None","More understanding slides should me used",,,,,
269,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Everything ","None","None ","None",,,,,
270,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","3","3","3","4","3","3","3","3","3","3","3","3","3","3","Urine formation","None","None","short quizzes ",,,,,
271,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Everything ","Nothing ","Lab reports","Keep it up",,,,,
272,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","4","4","4","4","5","4","4","4","4","4","3","4","3","4","Basically everywhere ","The fact that we had to rewrite our midsem and tge innocent ones lost their marks","The same as above","Probably send the slides before class begins ",,,,,
273,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","3","3","5","5","4","4","5","3","5","5","5","5","5","5","Morning lessons","Quizzes","Quizzes ","Give topics to learn before quiz and make it less difficult ",,,,,
274,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Theory","None","None","None",,,,,
275,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","General labs","Lap report writing ","I didn’t dislike any aspect","I have no suggestions ",,,,,
276,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","4","4","5","5","4","4","4","4","3","3","5","3","4","4","Practical aspects","Urinary system","Urinary system ","The slides are pretty bulky, so he should be given more time to cover content ",,,,,
277,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","every aspect","none","none","i love her teaching so much ",,,,,
278,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Theory","None","None","Best mode of teaching",,,,,
279,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","In-person class sessions ","None","None","None",,,,,
280,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Everything ","None","None ","None",,,,,
281,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Teacher is well versed in topic ","She sometimes getting emotional when we don’t answer questions ","N/A","N/A",,,,,
282,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","3","3","3","4","3","3","3","3","3","3","3","3","3","3","Flowers","None","None","short quizzes ",,,,,
283,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","3","5","5","5","5","5","5","5","5","5","5","Practicals ","None","None","No suggestion ",,,,,
284,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","4","all","none","none","no suggestion ",,,,,
285,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","None","None ","More room for improvement ",,,,,
286,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All aspects","None","None","No comments",,,,,
287,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Everything ","None","None","None",,,,,
288,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","3","5","5","5","5","5","5","5","4","5","5","3","3","5","Introduction to pharmacognosy ","Microscopy ","Fruits and seeds","More assignments ",,,,,
289,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","4","5","5","5","5","5","5","4","5","5","5","3","3","5","Practicals ","N/A","N/A","N/A",,,,,
290,"Christina Osei-Asare","5276","Pharmaceutical Sciences","PHAD124 Pharmaceutical Dispensing Practical II (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The whole course ","None","None","She should continue being amazing ",,,,,
291,"Christina Osei-Asare","5276","Pharmaceutical Sciences","PHAD124 Pharmaceutical Dispensing Practical II (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The whole course ","None","None","She should continue being amazing ",,,,,
292,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The way she revises what she teaches in class in the labs again. ","None actually ","Nothing ","She should just keep up the good work",,,,,
293,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","4","4","5","5","5","5","5","5","4","All were helpful ","All","None","More assignments should be given",,,,,
294,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","4","4","4","4","4","The hematology ","The red blood count","None","More interactions and explanations ",,,,,
295,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Theory","None","None","Best mode of teaching",,,,,
296,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","3","5","5","5","5","5","5","5","5","5","5","5","5","3","Every aspect","Urinary system ","Urinary system ","No suggestion ",,,,,
297,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","None","None","Solving more questions with us",,,,,
298,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","None","None ","None","None",,,,,
299,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Urinary system","None","Reproductive system","No suggestions ",,,,,
300,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","all","none","none","no suggestion ",,,,,
301,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Interaction in class ","Quiz","Quiz ","More equipments to aid learning ",,,,,
302,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","In-person theory class","None","None","I have no suggestions ",,,,,
303,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Her teaching","Nothing","Nothing","She really does well",,,,,
304,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","4","4","4","4","4","4","4","4","4","3","3","4","3","Medicinal uses of plant","Microscopy","Fibers and surgical ","Take time when going through the slides with us",,,,,
305,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD154 Introductory Pharmacognosy Practical (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The practical work ","Spelling of the botanical names","None","More practical work should be done",,,,,
306,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","4","5","5","4","3","4","5","5","3","4","4","4","4","4","Practical discussions ","Ergastic cell contents ","Ergastic cell contents in theory class","The slides should please be.sent before the class to promote easy studying",,,,,
307,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","4","3","3","5","Theory ","N/A","N/A","N/A",,,,,
308,"Dr. Isaac J. K. Asare","5234","MGT & P.A.","CBFW304 Production & Operations Management","First Semester","35","5","4","3","1","1","3","4","3","5","5","5","5","5","5","None ","None ","None ","None ",,,,,
309,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","None","None ","Solving questions ",,,,,
310,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Every aspect","None","None","No suggestion ",,,,,
311,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","3","3","4","4","3","3","2","3","2","3","2","3","2","3","The slides","He rushes in teaching and most times he doesn't answer our questions properly ","He rushes in teaching and most times he doesn't answer our questions properly ","He should take his time in teaching and listening to students concerns ",,,,,
312,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","4","3","5","5","5","5","5","5","5","5","5","5","5","5","Grignard reagents","None","None","He should give us assignment",,,,,
313,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","First Semester","258","5","5","5","3","5","5","5","5","5","5","5","5","5","5","The tests he regularly perfoms","Writing of notes","Nothing","Inclusion of slides",,,,,
314,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","None","None","None","None",,,,,
315,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","He explains very nicely ","There's a lot of slides. Like a lot","Disliked nothing ","An abridged version of the slides would help cos they're a little too much ",,,,,
316,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Every aspect","I think she's a bit too fast","None","We could have an oral test ",,,,,
317,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","1","5","5","5","5","5","5","5","5","5","5","Everything ","Everything ","Nothing ","Nothing ",,,,,
318,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","His notes ","None","The calculation","There should be notes",,,,,
319,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Botanical Source of plants ","Micro measurement ","None","Sufficient equipment for practicals",,,,,
320,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Slides","Oral tests","Oral tests ","More hours for teaching ",,,,,
321,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","2","2","2","2","5","2","2","2","2","2","2","2","2","2","Microscopy","Egastic cells","Egastic cells","Introduction of extra classes might help some people ",,,,,
322,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","3","3","3","3","3","3","3","3","3","3","3","3","3","3","Chemistry practical ","N/A","More practical ","None",,,,,
323,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","4","4","4","4","4","4","4","4","4","4","4","4","4","4","Organic chemistry ","None","None","None",,,,,
324,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Hydrocarbons","Grignard reagents","None","None",,,,,
325,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Theory","Practical ","Organic Compound ","None",,,,,
326,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Her teaching ","Nothing","Drawing in the lab","Less drawings in the lab",,,,,
327,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Chemistry ","Practicals","None ","Detailed explanation ",,,,,
328,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Combined class ","None","None","Enough hours should be given ",,,,,
329,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","4","5","5","5","5","5","5","5","5","5","5","5","5","Grignard reagents","None","None","He should give us assignment",,,,,
330,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Functional groups ","Esters","Esters","More oral test",,,,,
331,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Chemistry ","Practicals","None ","Detailed explanation ",,,,,
332,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","4","4","5","5","5","4","5","5","5","5","5","5","5","5","Everything","Ethers","None","Everything is cool ",,,,,
333,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Functional groups","Quiz","Esters","No suggestions",,,,,
334,"Julia Ansong","5160","Pharmaceutical Sciences","PHAD122 Pharmaceutical Dispensing II (Alpha & Beta)","First Semester","258","4","4","5","5","4","5","4","5","4","5","5","5","4","5","Presentation ","PowerPoint quiz","Random questions ","Taking trips to pharmaceutical sites",,,,,
335,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","4","4","5","5","5","4","5","5","5","5","5","5","5","5","Everything","Ethers","None","Everything is cool ",,,,,
336,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Everything ","Nothing","Nothing","Nothin",,,,,
337,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Everything ","Nothing","Nothing","Nothin",,,,,
338,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Carbonyl compounds ","None","None","More time for duration of lectures has to be given ",,,,,
339,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Carbonyl compounds ","None","None","More time for duration of lectures has to be given ",,,,,
340,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Newman projection","Organic chemistry","None","Group studies",,,,,
341,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","None ","None ","None ","None ",,,,,
342,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Organic chemistry ","Esters","None","None",,,,,
